3,8,1,143,571,196,714
4,8,1,599,53,628,139
5,8,1,569,290,634,413
6,8,1,1101,84,1133,170
7,8,1,978,24,1021,115
8,8,1,540,164,585,266
9,8,1,178,213,207,319
10,8,1,1211,131,1244,239
11,8,1,663,4,693,68
12,8,1,5,192,53,288
13,8,1,211,164,245,260
14,8,1,446,675,524,714
15,8,1,929,14,945,70
0,9,1,1102,84,1135,166
1,9,1,493,157,532,256
2,9,1,1076,442,1143,585
3,9,1,137,579,194,714
4,9,1,599,53,630,137
5,9,1,569,290,634,415
6,9,1,1101,84,1133,164
7,9,1,978,24,1019,115
8,9,1,552,164,585,262
9,9,1,178,215,196,319
10,9,1,1213,131,1244,235
11,9,1,665,4,693,69
12,9,1,4,192,53,288
13,9,1,211,162,252,260
14,9,1,444,661,526,714
15,9,1,1103,86,1135,166
0,10,1,1103,84,1135,164
1,10,1,495,153,538,256
2,10,1,1080,444,1145,587
3,10,1,137,585,194,714
4,10,1,599,53,632,137
5,10,1,564,292,622,413
6,10,1,1100,82,1133,164
7,10,1,978,23,1023,115
8,10,1,552,164,585,258
9,10,1,166,223,194,319
10,10,1,1213,129,1244,239
11,10,1,663,4,694,69
12,10,1,5,192,53,288
13,10,1,221,164,245,258
14,10,1,1102,84,1135,166
15,10,1,1102,84,1135,166
0,11,1,1103,82,1135,164
1,11,1,501,153,540,254
2,11,1,1080,446,1146,597
3,11,1,133,587,182,714
4,11,1,601,53,632,137
5,11,1,558,293,626,413
6,11,1,982,24,1023,108
7,11,1,554,162,587,258
8,11,1,174,225,190,317
9,11,1,1215,129,1244,239
10,11,1,665,5,695,69
11,11,1,4,192,53,288
12,11,1,227,164,243,258
13,11,1,1103,84,1135,164
14,11,1,1103,84,1135,164
0,12,1,1103,80,1137,164
1,12,1,503,155,540,245
2,12,1,1082,448,1146,599
3,12,1,131,587,178,714
4,12,1,601,53,634,137
5,12,1,556,299,616,415
6,12,1,980,22,1023,104
7,12,1,552,162,589,256
8,12,1,162,166,180,317
9,12,1,1221,127,1246,233
10,12,1,667,5,695,68
11,12,1,4,190,53,288
12,12,1,225,160,246,258
13,12,1,1103,82,1135,164
14,12,1,1103,82,1135,164
0,13,1,1102,80,1137,164
1,13,1,505,151,538,241
2,13,1,1082,448,1147,599
3,13,1,119,589,178,714
4,13,1,603,53,636,135
5,13,1,556,301,614,413
6,13,1,982,21,1023,102
7,13,1,552,160,589,256
8,13,1,160,164,180,315
9,13,1,1223,125,1244,237
10,13,1,671,5,696,68
11,13,1,4,192,53,288
12,13,1,227,160,256,258
13,13,1,456,652,540,714
14,13,1,1103,80,1137,164
0,14,1,1102,80,1135,164
1,14,1,507,149,540,241
2,14,1,1082,452,1147,599
3,14,1,115,595,166,714
4,14,1,610,55,642,135
5,14,1,554,301,612,413
6,14,1,986,21,1023,102
7,14,1,561,160,595,256
8,14,1,1098,76.042,1133,160.04
9,14,1,1227,121,1246,227
10,14,1,677,5,696,66
11,14,1,4,192,53,288
12,14,1,243,178,252,258
13,14,1,1104.6,82.6,1139.6,166.6
0,15,1,1102,80,1135,164
1,15,1,509,149,540,241
2,15,1,1084,456,1148,601
3,15,1,110,599,164,714
4,15,1,614,55,646,135
5,15,1,552,301,605,413
6,15,1,990,22,1023,102
7,15,1,567,160,599,254
8,15,1,151,225,178,327
9,15,1,1103.2,81.192,1136.2,165.19
10,15,1,1103.3,81.269,1136.3,165.27
11,15,1,4,192,53,288
12,15,1,243,180,256,258
13,15,1,460,648,546,714
0,16,1,1102,80,1135,164
1,16,1,509,147,540,241
2,16,1,1084,458,1148,599
3,16,1,102,601,162,714
4,16,1,616,55,644,135
5,16,1,548,303,601,419
6,16,1,992,22,1023,102
7,16,1,569,160,599,256
8,16,1,151,235,172,331
9,16,1,1103.2,81.192,1136.2,165.19
10,16,1,1103.3,81.269,1136.3,165.27
11,16,1,4,192,53,288
12,16,1,243,168,256,256
13,16,1,462,640,554,714
14,16,1,1195,428,1213,522
0,17,1,1102,82,1135,164
1,17,1,511,147,542,241
2,17,1,1084,460,1150,599
3,17,1,100,608,158,714
4,17,1,616,55,646,133
5,17,1,542,305,603,421
6,17,1,992,21,1023,102
7,17,1,569,158,601,254
8,17,1,131,237,176,331
9,17,1,1103.2,81.192,1136.2,165.19
10,17,1,1103.3,81.269,1136.3,165.27
11,17,1,4,190,53,288
12,17,1,241,168,262,254
13,17,1,1104.9,82.875,1137.9,166.88
14,17,1,1190,428,1217,518
0,18,1,1102,80,1135,162
1,18,1,515,147,544,241
2,18,1,1084,460,1150,605
3,18,1,90,612,151,714
4,18,1,1103.7,83.656,1136.7,165.66
5,18,1,540,305,603,426
6,18,1,990,22,1023,100
7,18,1,569,151,603,250
8,18,1,137,239,164,333
9,18,1,1103.2,83.192,1136.2,165.19
10,18,1,683,5,696,68
11,18,1,4,192,53,288
12,18,1,241,149,270,252
13,18,1,473,634,552,714
14,18,1,1101.5,81.5,1134.5,163.5
0,19,1,1102,80,1135,162
1,19,1,520,147,554,241
2,19,1,1086,464,1150,614
3,19,1,86,618,147,714
4,19,1,1103.7,81.656,1136.7,163.66
5,19,1,538,307,601,432
6,19,1,988,22,1023,100
7,19,1,571,155,603,245
8,19,1,129,239,157,331
9,19,1,1103.2,81.192,1136.2,163.19
10,19,1,1103.2,81.195,1136.2,163.19
11,19,1,4,190,53,288
12,19,1,241,141,274,248
13,19,1,475,634,554,714
14,19,1,1192,430,1213,509
0,20,1,1102,78,1133,162
1,20,1,522,147,554,243
2,20,1,1086,468,1150,620
3,20,1,82,620,143,714
4,20,1,1103.7,81.656,1136.7,163.66
5,20,1,538,315,599,434
6,20,1,990,22,1023,100
7,20,1,573,153,603,243
8,20,1,133,241,153,333
9,20,1,677,5,698,66
10,20,1,4,192,53,288
11,20,1,241,143,272,245
12,20,1,1104.7,82.682,1137.7,164.68
13,20,1,1184,432,1213,511
0,21,1,1102,74,1133,160
1,21,1,524,147,556,241
2,21,1,1086,475,1150,628
3,21,1,74,630,135,714
4,21,1,1103.7,79.656,1134.7,163.66
5,21,1,534,319,601,438
6,21,1,990,21,1023,96
7,21,1,571,151,605,247
8,21,1,117,241,151,333
9,21,1,679,5,706,66
10,21,1,4,188,53,288
11,21,1,241,133,278,243
12,21,1,483,630,563,714
13,21,1,1182,438,1213,522
0,22,1,1102,72,1133,160
1,22,1,522,147,556,241
2,22,1,1086,475,1154,632
3,22,1,70,632,131,714
4,22,1,1103.7,75.656,1134.7,161.66
5,22,1,530,319,589,444
6,22,1,994,20,1025,98
7,22,1,573,151,610,245
8,22,1,102,241,151,333
9,22,1,679,5,708,67
10,22,1,1102,74.025,1133,160.03
11,22,1,243,147,278,245
12,22,1,483,618,569,714
13,22,1,1182,444,1211,524
0,23,1,1102,71,1133,158
1,23,1,522,147,556,241
2,23,1,1086,479,1154,632
3,23,1,1096.8,66.81,1127.8,154.81
4,23,1,526,319,587,444
5,23,1,994,14,1025,98
6,23,1,573,149,614,243
7,23,1,119,241,147,335
8,23,1,679,5,710,65
9,23,1,1102,72.024,1133,160.02
10,23,1,241,133,280,245
11,23,1,487,616,569,714
12,23,1,1182,446,1211,536
0,24,1,1102,70,1133,157
1,24,1,526,145,558,237
2,24,1,1084,481,1158,634
3,24,1,1096.8,65.81,1127.8,152.81
4,24,1,524,321,585,442
5,24,1,992,18,1025,94
6,24,1,573,149,614,243
7,24,1,115,243,147,340
8,24,1,677,5,710,59
9,24,1,1102,71.023,1133,158.02
10,24,1,241,123,286,245
11,24,1,1104.9,73.867,1135.9,160.87
12,24,1,1180,446,1211,528
13,24,1,634,5,654,117
0,25,1,1102,70,1133,155
1,25,1,534,143,563,231
2,25,1,1086,483,1160,634
3,25,1,1096.8,64.81,1127.8,151.81
4,25,1,522,321,585,442
5,25,1,990,16,1025,96
6,25,1,583,147,616,243
7,25,1,115,247,147,346
8,25,1,683,5,704,55
9,25,1,1102,70.022,1133,157.02
10,25,1,243,133,292,247
11,25,1,1104.9,72.867,1135.9,159.87
12,25,1,1180,446,1211,528
13,25,1,1102,70,1133,157
0,26,1,1102,70,1133,155
1,26,1,536,143,569,233
2,26,1,1086,487,1162,646
3,26,1,45,644,104,714
4,26,1,522,321,583,430
5,26,1,984,16,1025,94
6,26,1,579,149,616,243
7,26,1,115,247,147,346
8,26,1,681,5,706,55
9,26,1,1102,70.021,1133,155.02
10,26,1,247,133,299,248
11,26,1,1104.9,72.867,1135.9,157.87
12,26,1,1180,446,1213,507
13,26,1,1102,70,1133,155
0,27,1,1102,70,1133,155
1,27,1,538,143,571,233
2,27,1,1086,489,1162,646
3,27,1,39,648,102,714
4,27,1,520,321,583,423
5,27,1,982,4,1029,92
6,27,1,585,147,616,243
7,27,1,106,252,147,350
8,27,1,681,4,706,55
9,27,1,243,133,301,248
10,27,1,493,605,575,714
11,27,1,1180,448,1209,505
12,27,1,1102,70,1133,155
0,28,1,1102,70,1133,153
1,28,1,538,135,571,229
2,28,1,1088,491,1162,636
3,28,1,35,650,96,714
4,28,1,517,321,573,432
5,28,1,982,5,1029,92
6,28,1,587,147,616,243
7,28,1,102,254,147,352
8,28,1,1102.9,70.942,1133.9,155.94
9,28,1,256,135,301,245
10,28,1,501,603,581,714
11,28,1,1176,448,1207,526
12,28,1,1102,70,1133,155
0,29,1,1102,71,1133,151
1,29,1,538,133,573,233
2,29,1,1088,491,1164,646
3,29,1,29,654,88,714
4,29,1,511,323,571,442
5,29,1,990,4,1029,94
6,29,1,589,147,618,243
7,29,1,102,256,139,352
8,29,1,1102.9,70.907,1133.9,153.91
9,29,1,256,147,303,245
10,29,1,503,599,585,714
11,29,1,1176,452,1199,507
12,29,1,1102,70,1133,153
0,30,1,1103,71,1133,153
1,30,1,540,133,573,231
2,30,1,1094,495,1164,648
3,30,1,22,663,69,714
4,30,1,509,327,571,448
5,30,1,990,4,1031,94
6,30,1,589,147,620,241
7,30,1,90,254,106,352
8,30,1,1102.9,71.905,1133.9,151.91
9,30,1,258,147,303,243
10,30,1,507,591,587,714
11,30,1,1174,458,1197,507
0,31,1,1103,70,1135,151
1,31,1,544,133,577,227
2,31,1,1099,499,1162,646
3,31,1,21,665,67,714
4,31,1,507,331,567,458
5,31,1,990,5,1031,92
6,31,1,593,147,620,239
7,31,1,84,256,104,352
8,31,1,695,5,710,61
9,31,1,258,149,303,241
10,31,1,509,595,589,714
11,31,1,1164,460,1197,528
12,31,1,4,186,53,288
0,32,1,1103,70,1135,151
1,32,1,548,133,581,227
2,32,1,1101,507,1164,648
3,32,1,4,675,68,714
4,32,1,507,335,567,460
5,32,1,992,5,1031,88
6,32,1,601,143,628,239
7,32,1,84,256,108,350
8,32,1,695,5,710,61
9,32,1,262,149,303,239
10,32,1,509,589,591,714
11,32,1,1166,462,1196,518
12,32,1,1103,70,1135,151
0,33,1,1104,69,1135,149
1,33,1,552,133,585,227
2,33,1,1101,509,1164,648
3,33,1,4,679,53,714
4,33,1,501,335,567,462
5,33,1,992,18,1031,86
6,33,1,601,133,632,239
7,33,1,82,258,104,352
8,33,1,697,5,710,57
9,33,1,272,147,305,235
10,33,1,1105.7,72.708,1137.7,153.71
11,33,1,1164,466,1195,536
12,33,1,1103,70,1135,151
13,33,1,757,5,767,53
14,33,1,636,45,659,117
0,34,1,1103,68,1135,147
1,34,1,554,133,585,227
2,34,1,1101,513,1164,648
3,34,1,1098.3,63.344,1129.3,143.34
4,34,1,495,337,563,466
5,34,1,994,18,1029,86
6,34,1,601,135,632,237
7,34,1,78,256,102,352
8,34,1,697,5,710,57
9,34,1,274,145,307,229
10,34,1,1106.7,71.708,1137.7,151.71
11,34,1,1160,471,1195,528
12,34,1,1104,69,1135,149
13,34,1,1104,69,1135,149
14,34,1,638,49,663,119
0,35,1,1104,67,1135,147
1,35,1,554,133,585,227
2,35,1,1102,518,1164,648
3,35,1,1097.3,62.344,1129.3,141.34
4,35,1,493,337,554,472
5,35,1,994,4,1031,86
6,35,1,601,137,632,237
7,35,1,70,258,100,354
8,35,1,1104,69.015,1136,148.02
9,35,1,274,145,309,229
10,35,1,1105.7,70.708,1137.7,149.71
11,35,1,1162,473,1193,540
12,35,1,1103,68,1135,147
13,35,1,1103,68,1135,147
14,35,1,640,45,665,119
0,36,1,1104,66,1135,147
1,36,1,556,131,587,227
2,36,1,1103,522,1164,648
3,36,1,1098.3,61.344,1129.3,141.34
4,36,1,491,338,554,464
5,36,1,994,5,1033,86
6,36,1,599,137,632,235
7,36,1,68,258,100,366
8,36,1,1105,68.015,1136,148.02
9,36,1,280,145,313,231
10,36,1,520,571,601,714
11,36,1,1160,475,1186,550
12,36,1,1104,67,1135,147
13,36,1,1104,67,1135,147
14,36,1,640,43,665,121
0,37,1,1104,65,1137,147
1,37,1,556,131,587,225
2,37,1,1104,524,1166,648
3,37,1,1098.3,60.344,1129.3,141.34
4,37,1,491,339,554,466
5,37,1,994,4,1033,86
6,37,1,599,137,632,229
7,37,1,69,262,100,354
8,37,1,698,5,712,57
9,37,1,286,143,317,231
10,37,1,522,571,603,714
11,37,1,1156,475,1190,536
12,37,1,755,4,759,55
13,37,1,646,45,665,121
0,38,1,1104,65,1137,145
1,38,1,556,131,589,217
2,38,1,1104,524,1168,648
3,38,1,1098.3,59.344,1131.3,141.34
4,38,1,481,340,542,470
5,38,1,994,4,1035,86
6,38,1,601,137,634,229
7,38,1,61,270,100,368
8,38,1,697,5,712,57
9,38,1,288,147,317,229
10,38,1,524,567,603,714
11,38,1,1102.5,63.524,1135.5,145.52
12,38,1,753,4,763,55
13,38,1,1106,67,1139,149
14,38,1,1117,476,1192,652
0,39,1,1104,65,1137,145
1,39,1,560,129,591,213
2,39,1,1105,526,1168,671
3,39,1,477,346,540,470
4,39,1,1008,5,1037,84
5,39,1,601,135,636,227
6,39,1,57,270,96,374
7,39,1,1105,65.96,1138,145.96
8,39,1,290,145,319,227
9,39,1,524,565,610,714
10,39,1,1151,477,1184,538
11,39,1,755,4,757,57
12,39,1,648,39,671,119
13,39,1,1104,65,1137,145
0,40,1,1104,65,1137,145
1,40,1,564,125,599,217
2,40,1,1105,528,1166,687
3,40,1,476,346,546,473
4,40,1,998,4,1037,84
5,40,1,616,135,634,227
6,40,1,55,266,88,378
7,40,1,699,5,712,55
8,40,1,290,147,319,227
9,40,1,530,562,612,704
10,40,1,1148,477,1182,540
11,40,1,755,4,759,59
12,40,1,648,41,677,119
13,40,1,1104,65,1137,145
0,41,1,1104,65,1137,145
1,41,1,567,125,601,219
2,41,1,1104,536,1168,695
3,41,1,475,348,542,466
4,41,1,1104.7,65.718,1137.7,145.72
5,41,1,616,133,636,225
6,41,1,41,268,70,372
7,41,1,1104.9,65.911,1137.9,145.91
8,41,1,291,137,319,227
9,41,1,536,560,614,700
10,41,1,1148,481,1182,540
11,41,1,753,5,759,61
12,41,1,650,4,669,117
13,41,1,1104,65,1137,145
0,42,1,1104,65,1137,145
1,42,1,569,129,634,215
2,42,1,1104,538,1166,696
3,42,1,475,350,536,470
4,42,1,1104.7,65.7,1137.7,145.7
5,42,1,616,133,634,223
6,42,1,39,272,65,370
7,42,1,1104.9,65.91,1137.9,145.91
8,42,1,294,137,321,227
9,42,1,538,556,614,702
10,42,1,1146,491,1180,546
11,42,1,1103.2,64.25,1136.2,144.25
12,42,1,650,39,679,121
13,42,1,1104,65,1137,145
0,43,1,1104,65,1135,143
1,43,1,569,121,601,217
2,43,1,1103,540,1162,697
3,43,1,470,352,536,471
4,43,1,1004,18,1039,84
5,43,1,616,131,640,223
6,43,1,45,272,66,368
7,43,1,1104.9,65.91,1137.9,145.91
8,43,1,294,133,321,227
9,43,1,540,554,616,702
10,43,1,1139,491,1180,556
11,43,1,1103.2,64.25,1136.2,144.25
12,43,1,661,37,679,119
13,43,1,1104,65,1137,145
0,44,1,1104,65,1135,143
1,44,1,571,121,605,219
2,44,1,1103,546,1162,697
3,44,1,464,352,528,491
4,44,1,998,16,1039,84
5,44,1,616,131,647,219
6,44,1,37,272,59,368
7,44,1,1104.9,65.91,1135.9,143.91
8,44,1,301,133,323,225
9,44,1,542,556,618,699
10,44,1,1137,493,1180,577
11,44,1,1103.2,64.25,1134.2,142.25
12,44,1,661,37,685,129
13,44,1,1207,243,1240,362
0,45,1,1104,63,1135,141
1,45,1,571,123,607,215
2,45,1,1103,554,1160,699
3,45,1,462,358,526,493
4,45,1,1104.7,65.651,1135.7,143.65
5,45,1,614,131,648,217
6,45,1,25,270,55,372
7,45,1,1104.9,65.91,1135.9,143.91
8,45,1,303,133,331,225
9,45,1,544,556,620,695
10,45,1,1137,495,1178,563
11,45,1,1103.2,64.25,1134.2,142.25
12,45,1,663,39,691,125
13,45,1,1104,65,1135,143
0,46,1,1104,59,1133,137
1,46,1,575,123,603,213
2,46,1,1103,554,1162,699
3,46,1,460,364,524,485
4,46,1,1104.6,63.636,1135.6,141.64
5,46,1,616,129,648,219
6,46,1,33,274,53,378
7,46,1,305,133,331,217
8,46,1,556,550,624,687
9,46,1,1135,505,1178,597
10,46,1,1103.2,62.25,1134.2,140.25
11,46,1,661,39,694,127
12,46,1,1104,63,1135,141
0,47,1,1104,57,1133,133
1,47,1,575,123,605,215
2,47,1,1104,556,1162,700
3,47,1,458,366,522,503
4,47,1,1104.6,59.622,1133.6,137.62
5,47,1,618,131,650,215
6,47,1,18,278,57,380
7,47,1,305,131,337,215
8,47,1,552,542,628,679
9,47,1,1133,507,1170,567
10,47,1,663,37,695,127
11,47,1,1104,59,1133,137
0,48,1,1104,57,1133,133
1,48,1,585,123,620,213
2,48,1,1104,562,1158,700
3,48,1,456,366,524,507
4,48,1,1010,4,1041,72
5,48,1,620,129,650,211
6,48,1,18,278,57,382
7,48,1,305,131,340,219
8,48,1,554,540,630,675
9,48,1,1133,507,1170,567
10,48,1,663,37,694,117
11,48,1,1104,57,1133,133
0,49,1,1104,55,1135,133
1,49,1,585,119,618,211
2,49,1,1105,563,1164,683
3,49,1,448,368,520,505
4,49,1,1008,5,1041,78
5,49,1,616,129,659,213
6,49,1,4,282,55,385
7,49,1,307,129,346,217
8,49,1,556,538,634,673
9,49,1,1131,509,1168,569
10,49,1,663,37,691,115
11,49,1,1104,57,1133,133
0,50,1,1103,55,1135,131
1,50,1,587,117,620,209
2,50,1,1111,569,1162,714
3,50,1,446,368,516,472
4,50,1,1104.6,55.646,1135.6,133.65
5,50,1,632,127,659,211
6,50,1,4,284,53,370
7,50,1,307,129,346,221
8,50,1,556,536,632,673
9,50,1,1131,509,1168,571
10,50,1,663,39,691,115
11,50,1,734,4,745,55
